ID,Area,Dimensao,Estrategia,Frequencia,Periodo,FreqCodigo,PeriodoCodigo,Peso,OrdemArea,OrdemDimensao,OrdemEstrategia
AmA017-1d21d,Amigos,Avançado,Amigos Avançado – Estratégia 17,Programa,21 dias,1d,21d,3,4,3,17
AmA018-1d21d,Amigos,Avançado,Amigos Avançado – Estratégia 18,Programa,21 dias,1d,21d,3,4,3,18
AmA019-1d21d,Amigos,Avançado,Amigos Avançado – Estratégia 19,Programa,21 dias,1d,21d,3,4,3,19
AmA020-1d21d,Amigos,Avançado,Amigos Avançado – Estratégia 20,Programa,21 dias,1d,21d,3,4,3,20
CoB001-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 1,Diário,21 dias,1d,21d,1,5,1,1
CoB002-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 2,Diário,21 dias,1d,21d,1,5,1,2
CoB003-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 3,Diário,21 dias,1d,21d,1,5,1,3
CoB004-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 4,Diário,21 dias,1d,21d,1,5,1,4
CoB005-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 5,Diário,21 dias,1d,21d,1,5,1,5
CoB006-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 6,Diário,21 dias,1d,21d,1,5,1,6
CoB007-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 7,Diário,21 dias,1d,21d,1,5,1,7
CoB008-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 8,Diário,21 dias,1d,21d,1,5,1,8
CoB009-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 9,Diário,21 dias,1d,21d,1,5,1,9
CoB010-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 10,Diário,21 dias,1d,21d,1,5,1,10
CoB011-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 11,Diário,21 dias,1d,21d,1,5,1,11
CoB012-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 12,Diário,21 dias,1d,21d,1,5,1,12
CoB013-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 13,Diário,21 dias,1d,21d,1,5,1,13
CoB014-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 14,Diário,21 dias,1d,21d,1,5,1,14
CoB015-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 15,Diário,21 dias,1d,21d,1,5,1,15
CoB016-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 16,Diário,21 dias,1d,21d,1,5,1,16
CoB017-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 17,Diário,21 dias,1d,21d,1,5,1,17
CoB018-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 18,Diário,21 dias,1d,21d,1,5,1,18
CoB019-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 19,Diário,21 dias,1d,21d,1,5,1,19
CoB020-1d21d,Comunidade,Básico,Comunidade Básico – Estratégia 20,Diário,21 dias,1d,21d,1,5,1,20
CoD001-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 1,Semanal,2 semanas,1s,02s,2,5,2,1
CoD002-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 2,Semanal,2 semanas,1s,02s,2,5,2,2
CoD003-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 3,Semanal,2 semanas,1s,02s,2,5,2,3
CoD004-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 4,Semanal,2 semanas,1s,02s,2,5,2,4
CoD005-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 5,Semanal,2 semanas,1s,02s,2,5,2,5
CoD006-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 6,Semanal,2 semanas,1s,02s,2,5,2,6
CoD007-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 7,Semanal,2 semanas,1s,02s,2,5,2,7
CoD008-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 8,Semanal,2 semanas,1s,02s,2,5,2,8
CoD009-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 9,Semanal,2 semanas,1s,02s,2,5,2,9
CoD010-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 10,Semanal,2 semanas,1s,02s,2,5,2,10
CoD011-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 11,Semanal,2 semanas,1s,02s,2,5,2,11
CoD012-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 12,Semanal,2 semanas,1s,02s,2,5,2,12
CoD013-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 13,Semanal,2 semanas,1s,02s,2,5,2,13
CoD014-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 14,Semanal,2 semanas,1s,02s,2,5,2,14
CoD015-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 15,Semanal,2 semanas,1s,02s,2,5,2,15
CoD016-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 16,Semanal,2 semanas,1s,02s,2,5,2,16
CoD017-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 17,Semanal,2 semanas,1s,02s,2,5,2,17
CoD018-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 18,Semanal,2 semanas,1s,02s,2,5,2,18
CoD019-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 19,Semanal,2 semanas,1s,02s,2,5,2,19
CoD020-1s02s,Comunidade,Desafio,Comunidade Desafio – Estratégia 20,Semanal,2 semanas,1s,02s,2,5,2,20
CoA001-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 1,Programa,21 dias,1d,21d,3,5,3,1
CoA002-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 2,Programa,21 dias,1d,21d,3,5,3,2
CoA003-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 3,Programa,21 dias,1d,21d,3,5,3,3
CoA004-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 4,Programa,21 dias,1d,21d,3,5,3,4
CoA005-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 5,Programa,21 dias,1d,21d,3,5,3,5
CoA006-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 6,Programa,21 dias,1d,21d,3,5,3,6
CoA007-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 7,Programa,21 dias,1d,21d,3,5,3,7
CoA008-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 8,Programa,21 dias,1d,21d,3,5,3,8
CoA009-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 9,Programa,21 dias,1d,21d,3,5,3,9
CoA010-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 10,Programa,21 dias,1d,21d,3,5,3,10
CoA011-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 11,Programa,21 dias,1d,21d,3,5,3,11
CoA012-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 12,Programa,21 dias,1d,21d,3,5,3,12
CoA013-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 13,Programa,21 dias,1d,21d,3,5,3,13
CoA014-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 14,Programa,21 dias,1d,21d,3,5,3,14
CoA015-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 15,Programa,21 dias,1d,21d,3,5,3,15
CoA016-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 16,Programa,21 dias,1d,21d,3,5,3,16
CoA017-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 17,Programa,21 dias,1d,21d,3,5,3,17
CoA018-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 18,Programa,21 dias,1d,21d,3,5,3,18
CoA019-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 19,Programa,21 dias,1d,21d,3,5,3,19
CoA020-1d21d,Comunidade,Avançado,Comunidade Avançado – Estratégia 20,Programa,21 dias,1d,21d,3,5,3,20
EuB001-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 1,Diário,21 dias,1d,21d,1,6,1,1
EuB002-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 2,Diário,21 dias,1d,21d,1,6,1,2
EuB003-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 3,Diário,21 dias,1d,21d,1,6,1,3
EuB004-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 4,Diário,21 dias,1d,21d,1,6,1,4
EuB005-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 5,Diário,21 dias,1d,21d,1,6,1,5
EuB006-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 6,Diário,21 dias,1d,21d,1,6,1,6
EuB007-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 7,Diário,21 dias,1d,21d,1,6,1,7
EuB008-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 8,Diário,21 dias,1d,21d,1,6,1,8
EuB009-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 9,Diário,21 dias,1d,21d,1,6,1,9
EuB010-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 10,Diário,21 dias,1d,21d,1,6,1,10
EuB011-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 11,Diário,21 dias,1d,21d,1,6,1,11
EuB012-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 12,Diário,21 dias,1d,21d,1,6,1,12
EuB013-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 13,Diário,21 dias,1d,21d,1,6,1,13
EuB014-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 14,Diário,21 dias,1d,21d,1,6,1,14
EuB015-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 15,Diário,21 dias,1d,21d,1,6,1,15
EuB016-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 16,Diário,21 dias,1d,21d,1,6,1,16
EuB017-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 17,Diário,21 dias,1d,21d,1,6,1,17
EuB018-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 18,Diário,21 dias,1d,21d,1,6,1,18
EuB019-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 19,Diário,21 dias,1d,21d,1,6,1,19
EuB020-1d21d,Eu mesmo,Básico,Eu mesmo Básico – Estratégia 20,Diário,21 dias,1d,21d,1,6,1,20
EuD001-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 1,Semanal,2 semanas,1s,02s,2,6,2,1
EuD002-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 2,Semanal,2 semanas,1s,02s,2,6,2,2
EuD003-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 3,Semanal,2 semanas,1s,02s,2,6,2,3
EuD004-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 4,Semanal,2 semanas,1s,02s,2,6,2,4
EuD005-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 5,Semanal,2 semanas,1s,02s,2,6,2,5
EuD006-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 6,Semanal,2 semanas,1s,02s,2,6,2,6
EuD007-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 7,Semanal,2 semanas,1s,02s,2,6,2,7
EuD008-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 8,Semanal,2 semanas,1s,02s,2,6,2,8
EuD009-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 9,Semanal,2 semanas,1s,02s,2,6,2,9
EuD010-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 10,Semanal,2 semanas,1s,02s,2,6,2,10
EuD011-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 11,Semanal,2 semanas,1s,02s,2,6,2,11
EuD012-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 12,Semanal,2 semanas,1s,02s,2,6,2,12
EuD013-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 13,Semanal,2 semanas,1s,02s,2,6,2,13
EuD014-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 14,Semanal,2 semanas,1s,02s,2,6,2,14
EuD015-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 15,Semanal,2 semanas,1s,02s,2,6,2,15
EuD016-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 16,Semanal,2 semanas,1s,02s,2,6,2,16
EuD017-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 17,Semanal,2 semanas,1s,02s,2,6,2,17
EuD018-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 18,Semanal,2 semanas,1s,02s,2,6,2,18
EuD019-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 19,Semanal,2 semanas,1s,02s,2,6,2,19
EuD020-1s02s,Eu mesmo,Desafio,Eu mesmo Desafio – Estratégia 20,Semanal,2 semanas,1s,02s,2,6,2,20
EuA001-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 1,Programa,21 dias,1d,21d,3,6,3,1
EuA002-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 2,Programa,21 dias,1d,21d,3,6,3,2
EuA003-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 3,Programa,21 dias,1d,21d,3,6,3,3
EuA004-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 4,Programa,21 dias,1d,21d,3,6,3,4
EuA005-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 5,Programa,21 dias,1d,21d,3,6,3,5
EuA006-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 6,Programa,21 dias,1d,21d,3,6,3,6
EuA007-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 7,Programa,21 dias,1d,21d,3,6,3,7
EuA008-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 8,Programa,21 dias,1d,21d,3,6,3,8
EuA009-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 9,Programa,21 dias,1d,21d,3,6,3,9
EuA010-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 10,Programa,21 dias,1d,21d,3,6,3,10
EuA011-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 11,Programa,21 dias,1d,21d,3,6,3,11
EuA012-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 12,Programa,21 dias,1d,21d,3,6,3,12
EuA013-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 13,Programa,21 dias,1d,21d,3,6,3,13
EuA014-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 14,Programa,21 dias,1d,21d,3,6,3,14
EuA015-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 15,Programa,21 dias,1d,21d,3,6,3,15
EuA016-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 16,Programa,21 dias,1d,21d,3,6,3,16
EuA017-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 17,Programa,21 dias,1d,21d,3,6,3,17
EuA018-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 18,Programa,21 dias,1d,21d,3,6,3,18
EuA019-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 19,Programa,21 dias,1d,21d,3,6,3,19
EuA020-1d21d,Eu mesmo,Avançado,Eu mesmo Avançado – Estratégia 20,Programa,21 dias,1d,21d,3,6,3,20
